sessionId,completedAt,bootSuccess,phaseOrder,failedPhase,cpuContribs,hddContribs,ramContribs,gpuContribs,phaseRewards,proStars,proStarBonus,totalContributors,durationSeconds
boot_1781030444151,,false,cpu:gpu:ram:hdd,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781030749291,,false,cpu:ram:gpu:hdd,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781032914523,,false,cpu:ram:gpu:hdd,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781033940026,,false,cpu:ram:hdd:gpu,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781035062128,,false,hdd:gpu:cpu:ram,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781041307073,,false,hdd:gpu:cpu:ram,,0,0,0,0,0:0:0:0,,0,0,0
boot_1781037821345,2026-06-09T20:50:11.835Z,false,gpu:cpu:ram:hdd,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781039141961,2026-06-09T21:12:12.546Z,false,gpu:hdd:ram:cpu,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781039986418,2026-06-09T21:26:17.987Z,false,hdd:cpu:gpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,391
boot_1781040806844,2026-06-09T21:39:59.984Z,false,cpu:hdd:gpu:ram,cpu,0,0,0,0,0:0:0:0,,0,0,392
boot_1781042021819,2026-06-09T22:00:12.475Z,false,hdd:ram:cpu:gpu,hdd,0,0,0,0,0:0:0:0,,0,0,391
boot_1781044931855,2026-06-09T22:48:43.596Z,false,cpu:gpu:hdd:ram,cpu,0,0,0,0,0:0:0:0,,0,0,392
boot_1781045576504,2026-06-09T22:59:27.222Z,false,hdd:gpu:ram:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,391
boot_1781046897295,2026-06-09T23:21:27.697Z,false,ram:cpu:gpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781048217811,2026-06-09T23:43:28.348Z,false,ram:hdd:gpu:cpu,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781049538365,2026-06-10T00:05:28.825Z,false,cpu:gpu:hdd:ram,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781050858824,2026-06-10T00:27:29.247Z,false,cpu:ram:gpu:hdd,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781052179341,2026-06-10T00:49:29.863Z,false,gpu:ram:cpu:hdd,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781053499886,2026-06-10T01:11:30.358Z,false,ram:gpu:hdd:cpu,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781054820421,2026-06-10T01:33:30.979Z,false,ram:gpu:hdd:cpu,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781056140945,2026-06-10T01:55:31.438Z,false,hdd:ram:cpu:gpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781057461601,2026-06-10T02:17:32.094Z,false,hdd:cpu:gpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781058782170,2026-06-10T02:39:32.743Z,false,ram:gpu:hdd:cpu,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781060102805,2026-06-10T03:01:33.412Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781061423422,2026-06-10T03:23:34.523Z,false,cpu:hdd:gpu:ram,cpu,0,0,0,0,0:0:0:0,,0,0,391
boot_1781062744532,2026-06-10T03:45:35.216Z,false,hdd:gpu:cpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,391
boot_1781064065295,2026-06-10T04:07:35.781Z,false,cpu:hdd:gpu:ram,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781065386098,2026-06-10T04:29:36.643Z,false,hdd:gpu:cpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781066706650,2026-06-10T04:51:37.287Z,false,gpu:ram:hdd:cpu,gpu,0,0,0,0,0:0:0:0,,0,0,391
boot_1781068027208,2026-06-10T05:13:37.573Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781069347733,2026-06-10T05:35:38.276Z,false,hdd:gpu:cpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781070668383,2026-06-10T05:57:38.947Z,false,ram:cpu:gpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781071989080,2026-06-10T06:19:39.507Z,false,gpu:ram:hdd:cpu,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781073309716,2026-06-10T06:41:40.039Z,false,gpu:cpu:hdd:ram,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781074630235,2026-06-10T07:03:40.792Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781075950770,2026-06-10T07:25:41.204Z,false,ram:gpu:hdd:cpu,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781077271242,2026-06-10T07:47:41.782Z,false,ram:cpu:gpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781078591749,2026-06-10T08:09:42.182Z,false,cpu:gpu:ram:hdd,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781079912379,2026-06-10T08:31:42.824Z,false,hdd:gpu:ram:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781081232923,2026-06-10T08:53:43.514Z,false,gpu:cpu:hdd:ram,gpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781082553555,2026-06-10T09:15:44.174Z,false,hdd:ram:gpu:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781083874080,2026-06-10T09:42:49.203Z,false,gpu:ram:hdd:cpu,ram,0,0,0,5,8:0:0:0,,0,5,695
boot_1781085195202,2026-06-10T09:59:45.506Z,false,cpu:ram:hdd:gpu,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781086515648,2026-06-10T10:21:46.176Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781087836119,2026-06-10T10:43:46.637Z,false,hdd:gpu:ram:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781089156637,2026-06-10T11:05:47.106Z,false,hdd:gpu:cpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781090477171,2026-06-10T11:27:47.800Z,false,cpu:ram:hdd:gpu,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781091797831,2026-06-10T11:49:48.276Z,false,hdd:ram:gpu:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781093118421,2026-06-10T12:25:43.934Z,false,ram:hdd:gpu:cpu,gpu,0,8,6,0,45:65:0:0,,0,9,1225
boot_1781094554019,2026-06-10T12:50:00.715Z,false,ram:gpu:cpu:hdd,cpu,0,0,6,9,45:65:0:0,,0,9,1247
boot_1781096068604,2026-06-10T13:12:55.742Z,false,gpu:cpu:hdd:ram,hdd,8,0,0,6,45:65:0:0,,0,9,1107
boot_1781097389986,2026-06-10T13:36:32.558Z,false,cpu:gpu:hdd:ram,hdd,6,0,0,8,45:65:0:0,,0,8,1202
boot_1781098802749,2026-06-10T13:52:19.432Z,false,gpu:ram:hdd:cpu,ram,0,0,0,6,45:0:0:0,,0,6,737
boot_1781100123548,2026-06-10T14:15:06.521Z,false,gpu:ram:hdd:cpu,ram,0,0,0,6,45:0:0:0,,0,6,783
boot_1781101444456,2026-06-10T14:30:34.990Z,false,hdd:gpu:cpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781102765035,2026-06-10T14:52:35.377Z,false,cpu:gpu:ram:hdd,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781104085585,2026-06-10T15:14:36.119Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781105406455,2026-06-10T15:36:37.123Z,false,hdd:ram:cpu:gpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781106727452,2026-06-10T15:58:37.786Z,false,hdd:ram:gpu:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781107887866,2026-06-10T16:17:58.404Z,false,ram:gpu:cpu:hdd,ram,0,0,0,0,0:0:0:0,,0,0,390
boot_1781109208392,2026-06-10T16:47:25.279Z,false,cpu:ram:gpu:hdd,ram,7,0,0,0,45:0:0:0,,0,7,837
boot_1781110529424,2026-06-10T17:01:59.967Z,false,hdd:ram:gpu:cpu,hdd,0,0,0,0,0:0:0:0,,0,0,390
boot_1781111849971,2026-06-10T17:24:00.302Z,false,cpu:gpu:ram:hdd,cpu,0,0,0,0,0:0:0:0,,0,0,390
boot_1781113170494,2026-06-10T17:46:01.878Z,false,hdd:cpu:ram:gpu,hdd,0,0,0,0,0:0:0:0,,0,0,391
boot_1781114490989,2026-06-10T18:08:01.584Z,false,hdd:cpu:gpu:ram,hdd,0,0,0,0,0:0:0:0,,0,0,390
